item_id,store_id,forecast_sales,Recommendation
HOUSEHOLD_2_255,CA_1,0.453138472483656,Reduce Stock
HOUSEHOLD_1_277,CA_1,0.1404564863534312,Reduce Stock
FOODS_3_179,CA_1,1.2533113551132076,Reduce Stock
HOUSEHOLD_2_242,CA_1,0.1315934469350745,Reduce Stock
HOUSEHOLD_2_008,CA_1,0.5551204853666232,Reduce Stock
FOODS_2_046,CA_1,0.6201457133083557,Reduce Stock
FOODS_2_034,CA_1,0.9410101318499986,Reduce Stock
HOBBIES_1_273,CA_1,0.4703216741563524,Reduce Stock
HOBBIES_2_085,CA_1,0.5000365055297202,Reduce Stock
FOODS_3_149,CA_1,0.8431831247872064,Reduce Stock
FOODS_3_163,CA_1,5.399864588131221,Increase Stock
HOUSEHOLD_1_260,CA_1,0.1315934469350745,Reduce Stock
FOODS_2_058,CA_1,0.2966770996211011,Reduce Stock
HOUSEHOLD_1_291,CA_1,2.482361827517089,Maintain Stock
FOODS_3_422,CA_1,1.5418771195012069,Reduce Stock
HOBBIES_1_056,CA_1,1.037933833031264,Reduce Stock
FOODS_2_292,CA_1,0.2966770996211011,Reduce Stock
HOUSEHOLD_1_183,CA_1,0.5173137620525734,Reduce Stock
FOODS_3_498,CA_1,3.3792390651762023,Maintain Stock
HOUSEHOLD_2_396,CA_1,0.2966688498697394,Reduce Stock
FOODS_3_140,CA_1,2.397531892315944,Maintain Stock
HOBBIES_1_123,CA_1,0.8223863147645829,Reduce Stock
HOUSEHOLD_1_399,CA_1,12.330511282190866,Increase Stock
HOUSEHOLD_2_266,CA_1,0.5472544843832774,Reduce Stock
HOUSEHOLD_2_408,CA_1,0.3880981080181241,Reduce Stock
FOODS_2_154,CA_1,0.2966770996211011,Reduce Stock
FOODS_3_043,CA_1,1.7449404677491165,Reduce Stock
HOBBIES_1_106,CA_1,0.3517702701642163,Reduce Stock
FOODS_2_153,CA_1,4.1770911216750415,Maintain Stock
HOBBIES_1_075,CA_1,0.5133771557997102,Reduce Stock
HOBBIES_2_059,CA_1,1.4415785178918408,Reduce Stock
HOUSEHOLD_1_300,CA_1,0.2966688498697394,Reduce Stock
HOUSEHOLD_2_162,CA_1,0.7874944328262052,Reduce Stock
FOODS_2_138,CA_1,2.7843150434709254,Maintain Stock
FOODS_2_136,CA_1,0.8276158231242154,Reduce Stock
HOUSEHOLD_2_146,CA_1,0.2032945782631999,Reduce Stock
FOODS_1_110,CA_1,7.349059257033406,Increase Stock
HOUSEHOLD_2_147,CA_1,0.1177235177701507,Reduce Stock
FOODS_1_135,CA_1,1.4502178147285514,Reduce Stock
HOUSEHOLD_2_164,CA_1,0.920652192387285,Reduce Stock
HOUSEHOLD_1_096,CA_1,9.924363035567236,Increase Stock
HOUSEHOLD_1_025,CA_1,0.9597862278162032,Reduce Stock
FOODS_3_524,CA_1,0.1265948069398691,Reduce Stock
HOUSEHOLD_1_165,CA_1,0.4939404080380287,Reduce Stock
FOODS_3_273,CA_1,5.3910107002778425,Increase Stock
FOODS_3_181,CA_1,2.7244460233571264,Maintain Stock
HOUSEHOLD_1_258,CA_1,0.2966688498697394,Reduce Stock
FOODS_3_255,CA_1,0.6201457133083557,Reduce Stock
HOUSEHOLD_1_494,CA_1,4.135942825318592,Maintain Stock
FOODS_1_122,CA_1,1.1395230050583878,Reduce Stock
FOODS_3_327,CA_1,2.787433609245287,Maintain Stock
FOODS_3_409,CA_1,1.4257002365914646,Reduce Stock
FOODS_2_033,CA_1,3.435309163086281,Maintain Stock
FOODS_2_347,CA_1,12.65224720077217,Increase Stock
HOUSEHOLD_1_110,CA_1,12.271114649565064,Increase Stock
FOODS_3_341,CA_1,0.6564853966598502,Reduce Stock
HOUSEHOLD_2_267,CA_1,0.7639953655899545,Reduce Stock
HOUSEHOLD_1_413,CA_1,0.6758839647305761,Reduce Stock
FOODS_1_134,CA_1,1.2177878642726936,Reduce Stock
HOUSEHOLD_1_259,CA_1,1.7761310248026128,Reduce Stock
FOODS_3_120,CA_1,55.5775147155569,Increase Stock
HOUSEHOLD_1_286,CA_1,0.5914430568937978,Reduce Stock
HOBBIES_1_227,CA_1,0.6123409900300242,Reduce Stock
HOUSEHOLD_1_320,CA_1,0.9908845230918798,Reduce Stock
FOODS_3_782,CA_1,7.236248971755807,Increase Stock
HOBBIES_2_068,CA_1,0.5667624269239204,Reduce Stock
HOUSEHOLD_1_086,CA_1,1.6416500378467982,Reduce Stock
FOODS_3_351,CA_1,12.202060774225174,Increase Stock
FOODS_3_154,CA_1,2.613695679754667,Maintain Stock
FOODS_3_515,CA_1,1.7598608255340369,Reduce Stock
FOODS_3_637,CA_1,0.6803843966244099,Reduce Stock
FOODS_3_180,CA_1,0.5190854836082298,Reduce Stock
FOODS_1_192,CA_1,2.773905287122862,Maintain Stock
FOODS_2_370,CA_1,0.6144480606328341,Reduce Stock
HOUSEHOLD_1_471,CA_1,1.9236756338557477,Reduce Stock
HOUSEHOLD_2_409,CA_1,1.242238556104288,Reduce Stock
HOBBIES_1_122,CA_1,1.498297346706034,Reduce Stock
HOUSEHOLD_2_327,CA_1,0.1315934469350745,Reduce Stock
HOBBIES_1_057,CA_1,1.280324732484252,Reduce Stock
FOODS_1_109,CA_1,0.781618094389916,Reduce Stock
HOBBIES_1_218,CA_1,0.1866948672295514,Reduce Stock
FOODS_3_136,CA_1,5.063546162390857,Increase Stock
HOBBIES_1_201,CA_1,1.0716453612469317,Reduce Stock
HOBBIES_2_024,CA_1,0.6839292194497226,Reduce Stock
FOODS_2_360,CA_1,12.969823126725142,Increase Stock
HOBBIES_1_370,CA_1,5.373815105371398,Increase Stock
FOODS_3_650,CA_1,1.496592020532436,Reduce Stock
HOBBIES_1_357,CA_1,1.266572479508676,Reduce Stock
FOODS_3_662,CA_1,0.8972577425971838,Reduce Stock
HOUSEHOLD_1_182,CA_1,1.339844133129468,Reduce Stock
HOBBIES_2_084,CA_1,0.1315934469350745,Reduce Stock
FOODS_3_499,CA_1,11.670350205229838,Increase Stock
HOUSEHOLD_1_400,CA_1,0.5503135378904122,Reduce Stock
HOUSEHOLD_1_485,CA_1,1.0716453612469317,Reduce Stock
HOUSEHOLD_1_425,CA_1,2.9463991979506567,Maintain Stock
FOODS_3_025,CA_1,1.6027017902912333,Reduce Stock
HOUSEHOLD_2_486,CA_1,0.4911734661113635,Reduce Stock
FOODS_3_017,CA_1,0.3527581178930149,Reduce Stock
FOODS_3_042,CA_1,3.597327893276468,Maintain Stock
HOUSEHOLD_1_417,CA_1,0.4773406970043802,Reduce Stock
HOUSEHOLD_2_163,CA_1,0.1315934469350745,Reduce Stock
FOODS_2_137,CA_1,1.3162381759059174,Reduce Stock
FOODS_3_256,CA_1,0.2966770996211011,Reduce Stock
FOODS_1_015,CA_1,4.484412619762308,Maintain Stock
FOODS_3_710,CA_1,0.8276158231242154,Reduce Stock
HOBBIES_1_298,CA_1,1.831933600881708,Reduce Stock
HOUSEHOLD_2_337,CA_1,0.4163655377599481,Reduce Stock
FOODS_1_182,CA_1,1.5223401705276085,Reduce Stock
HOUSEHOLD_2_502,CA_1,0.2966688498697394,Reduce Stock
FOODS_1_031,CA_1,1.6449589722995963,Reduce Stock
FOODS_3_029,CA_1,1.4127261724304558,Reduce Stock
HOBBIES_2_040,CA_1,0.6019364580450166,Reduce Stock
HOBBIES_1_345,CA_1,0.9597862278162032,Reduce Stock
FOODS_2_059,CA_1,2.0858249255251047,Maintain Stock
HOUSEHOLD_2_241,CA_1,0.6597269949289984,Reduce Stock
FOODS_3_543,CA_1,0.6367454243420043,Reduce Stock
FOODS_3_423,CA_1,4.837010767659923,Maintain Stock
FOODS_2_198,CA_1,0.7518479736844544,Reduce Stock
FOODS_3_559,CA_1,0.7518479736844544,Reduce Stock
HOUSEHOLD_2_102,CA_1,1.9636978545466528,Reduce Stock
FOODS_3_720,CA_1,0.9566696637383588,Reduce Stock
HOUSEHOLD_1_495,CA_1,1.863345519950778,Reduce Stock
HOUSEHOLD_2_025,CA_1,0.7345690993010356,Reduce Stock
HOBBIES_1_058,CA_1,0.4703216741563524,Reduce Stock
HOBBIES_2_054,CA_1,0.3710783537124223,Reduce Stock
FOODS_2_346,CA_1,5.358464568726652,Increase Stock
FOODS_3_808,CA_1,0.1265948069398691,Reduce Stock
HOBBIES_1_287,CA_1,0.9727135240934042,Reduce Stock
FOODS_3_529,CA_1,1.0985684519325187,Reduce Stock
HOBBIES_1_121,CA_1,0.6233028502998292,Reduce Stock
HOUSEHOLD_1_038,CA_1,2.264880448976549,Maintain Stock
FOODS_3_397,CA_1,0.2966770996211011,Reduce Stock
HOUSEHOLD_1_169,CA_1,2.027695552713004,Maintain Stock
FOODS_2_288,CA_1,0.9941130927422824,Reduce Stock
HOUSEHOLD_1_012,CA_1,0.9680109674588616,Reduce Stock
FOODS_3_269,CA_1,1.3437774295789329,Reduce Stock
HOUSEHOLD_2_012,CA_1,0.2469335505456053,Reduce Stock
FOODS_1_032,CA_1,6.734373386215441,Increase Stock
HOUSEHOLD_2_485,CA_1,0.6202431516209196,Reduce Stock
HOBBIES_1_200,CA_1,0.5925416684308034,Reduce Stock
HOBBIES_1_274,CA_1,0.453138472483656,Reduce Stock
FOODS_3_734,CA_1,3.7983250318868342,Maintain Stock
HOBBIES_1_076,CA_1,0.729368914401967,Reduce Stock
HOBBIES_1_105,CA_1,0.6564771469084886,Reduce Stock
HOBBIES_1_371,CA_1,9.908172755726463,Increase Stock
FOODS_3_636,CA_1,6.832025509791012,Increase Stock
HOUSEHOLD_2_384,CA_1,0.953590954705372,Reduce Stock
FOODS_2_275,CA_1,2.36118628207343,Maintain Stock
FOODS_3_735,CA_1,0.9748499810758512,Reduce Stock
FOODS_2_197,CA_1,31.4971312483774,Increase Stock
HOUSEHOLD_1_321,CA_1,1.731158169119479,Reduce Stock
HOUSEHOLD_1_011,CA_1,1.4967255740531404,Reduce Stock
HOUSEHOLD_1_304,CA_1,5.265908386530578,Increase Stock
FOODS_3_807,CA_1,3.986022369071599,Maintain Stock
HOBBIES_1_353,CA_1,8.5144929383435,Increase Stock
FOODS_1_206,CA_1,3.5401829943095757,Maintain Stock
HOUSEHOLD_2_313,CA_1,2.232728967485009,Maintain Stock
FOODS_3_654,CA_1,11.510444045798756,Increase Stock
HOUSEHOLD_1_481,CA_1,1.9821014104855823,Reduce Stock
FOODS_3_790,CA_1,1.2319226437247652,Reduce Stock
HOUSEHOLD_1_157,CA_1,1.7761310248026128,Reduce Stock
FOODS_2_300,CA_1,0.7045866211451339,Reduce Stock
FOODS_3_281,CA_1,14.261444153436228,Increase Stock
HOUSEHOLD_1_541,CA_1,0.1177235177701507,Reduce Stock
FOODS_3_328,CA_1,0.592549918182165,Reduce Stock
FOODS_3_560,CA_1,3.2734334849646034,Maintain Stock
HOBBIES_2_023,CA_1,0.3616129075600099,Reduce Stock
HOUSEHOLD_2_119,CA_1,0.5469131540803096,Reduce Stock
FOODS_2_181,CA_1,5.642974457051938,Increase Stock
HOUSEHOLD_1_109,CA_1,1.6118813054254673,Reduce Stock
FOODS_3_164,CA_1,0.8938125550193686,Reduce Stock
HOBBIES_1_214,CA_1,0.1315934469350745,Reduce Stock
HOUSEHOLD_2_026,CA_1,0.1315934469350745,Reduce Stock
